address,price,type,bed,sqft,walk,transit,bike
"9700 Leawood Blvd 1/104, Houston, TX 77099","$73,500",Townhouse,1 ,776,62,39,41
"1711 Old Spanish Trl APT 335, Houston, TX 77054","$285,000",Condominium,2 ,"1,293",67,69,69
"5150 Hidalgo St UNIT 405, Houston, TX 77056","$399,000",Condominium,2 ,"1,449",76,54,50
"3525 Sage Rd APT 716, Houston, TX 77056","$245,000",Condominium,2 ,"1,095",61,55,47
"6804 Westview Dr 1305, Houston, TX 77055","$412,963",Condominium,2 ,"1,529",54,41,54
"1409 Post Oak Blvd 1304, Houston, TX 77056","$1,235,000",Condominium,3 ,"2,826",87,48,50
"201 W Rosamond St APT 25, Houston, TX 77076","$99,000",Townhouse,1 ,864,51,41,37
"1600 Post Oak Blvd UNIT 1302, Houston, TX 77056","$614,900",Condominium,2 ,"1,502",90,49,50
"3350 McCue Rd 702, Houston, TX 77056","$379,000",Condominium,2 ,"1,955",64,54,45
"15 Greenway Plz UNIT 11F, Houston, TX 77046","$395,000",Condominium,2 ,"1,681",82,46,57
"49 Briar Hollow Ln UNIT 206, Houston, TX 77027","$639,000",Condominium,2 ,"1,753",58,34,56
"6955 Turtlewood Dr 105, Houston, TX 77072","$378,000",Condominium,2 ,"1,210",59,41,67
"9400 Bellaire Blvd UNIT 205, Houston, TX 77036","$229,900",Townhouse,2 ,"1,062",79,44,63
"201 W Rosamond St APT 55, Houston, TX 77076","$99,000",Townhouse,1 ,864,51,41,37
"201 W Rosamond St APT 13, Houston, TX 77076","$151,200",Townhouse,3 ,"1,320",51,41,37
"3525 Sage Rd APT 606, Houston, TX 77056","$172,000",Condominium,1 ,834,61,55,47
"3525 Sage Rd APT 607, Houston, TX 77056","$183,000",Condominium,1 ,834,61,55,47
"2240 Mimosa Dr PENTHOUSE 7W, Houston, TX 77019","$4,495,000",Condominium,3 ,"4,346",2240,2240,2240
"2240 Mimosa Dr PENTHOUSE 8E, Houston, TX 77019","$4,950,000",Condominium,3 ,"3,464",70,48,56
"2710 Steel St 605, Houston, TX 77098","$2,250,000",Condominium,2 ,"2,702",92,53,57
"5001 Woodway Dr UNIT 606, Houston, TX 77056","$475,000",Condominium,2 ,"1,534",48,44,47
"2240 Mimosa Dr 5E, Houston, TX 77019","$3,080,000",Condominium,3 ,"3,204",70,48,56
"2323 San Felipe St 1001, Houston, TX 77019","$2,300,000",Condominium,3 ,"3,014",70,48,56
"5656 San Felipe St 505, Houston, TX 77056","$1,695,000",Condominium,3 ,"2,166",72,42,57
"3100 Walnut Bend Ln APT 124, Houston, TX 77042","$118,000",Townhouse,1 ,"1,012",53,47,47
"2016 Main St 2601, Houston, TX 77002","$399,900",Condominium,3 ,"3,885",91,84,64
"5625 Antoine Dr 1203, Houston, TX 77092","$79,000",Townhouse,2 ,"1,025",58,40,49
"7901 Cambridge St APT 92, Houston, TX 77054","$125,000",Townhouse,1 ,627,40,50,86
"8100 Creekbend Dr APT 175, Houston, TX 77071","$75,000",Townhouse,2 ,937,37,41,41
"8787 Brae Acres Rd APT 824, Houston, TX 77074","$115,000",Townhouse,2 ,"1,090",8787,8787,8787
"2750 Holly Hall St APT 1408, Houston, TX 77054","$135,000",Townhouse,2 ,952,39,38,60
"16800 Sugar Pine Dr APT F45, Houston, TX 77090","$120,000",Townhouse,2 ,"1,074",48,32,41
"832 Wax Myrtle Ln, Houston, TX 77079","$295,000",Townhouse,4 ,"2,274",63,28,52
